census_year,hsu_id,hsu_name_fr,hsu_name_ar,region_macro,historical_controle_civil,centroid_lat,centroid_lon,pop_european_total,pop_french,pop_italian,pop_maltese,pop_other_european,ratio_italian_to_french,share_french_in_eur,share_italian_in_eur
1906,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,TN_CC_KAIROUAN,35.85,9.2,906,297,529,59,21,1.7811,0.3278,0.5839
1906,HSU_THALA,Thala,تالة,Center-West,TN_CC_THALA,35.57,8.67,671,233,378,44,16,1.6223,0.3472,0.5633
1906,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,TN_CC_THALA,35.23,9.13,309,111,167,24,7,1.5045,0.3592,0.5405
1906,HSU_KASSERINE,Kasserine,القصرين,Center-West,TN_CC_THALA,35.1667,8.8333,168,60,92,12,4,1.5333,0.3571,0.5476
1906,HSU_SFAX,Sfax,صفاقس,South,TN_CC_SFAX,34.7406,10.7603,7464,1899,4822,586,157,2.5392,0.2544,0.646
1906,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,TN_CC_SFAX,35.0333,10.9,278,65,188,19,6,2.8923,0.2338,0.6763
1906,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,TN_CC_SFAX,35.3,10.7167,569,139,384,34,12,2.7626,0.2443,0.6749
1906,HSU_KERKENNAH,Kerkennah,قرقنة,South,TN_CC_SFAX,34.7333,11.2167,45,9,32,3,1,3.5556,0.2,0.7111
1906,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,TN_CC_GAFSA,34.425,8.7842,3898,992,2547,277,82,2.5675,0.2545,0.6534
1906,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,TN_CC_GAFSA,33.9197,8.1336,761,239,451,54,17,1.887,0.3141,0.5926
1906,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,TN_CC_GAFSA,35.0381,9.4858,157,49,93,12,3,1.898,0.3121,0.5924
1906,HSU_GABES,Gabès Littoral,قابس,South,TN_CC_GABES,33.8815,10.0982,2222,685,1322,165,50,1.9299,0.3083,0.595
1906,HSU_DJERBA,Djerba,جربة,South,TN_CC_GABES,33.8075,10.8451,1041,259,699,61,22,2.6988,0.2488,0.6715
1906,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,TN_TERR_SUD,33.3547,10.5053,912,287,541,64,20,1.885,0.3147,0.5932
1906,HSU_TATAOUINE,Tataouine,تطاوين,South,TN_TERR_SUD,32.9297,10.4517,143,58,70,12,3,1.2069,0.4056,0.4895
1906,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,TN_TERR_SUD,33.7044,8.9692,92,33,50,7,2,1.5152,0.3587,0.5435
1906,HSU_MATMATA,Matmata,مطماطة,South,TN_TERR_SUD,33.5431,9.9675,29,10,16,2,1,1.6,0.3448,0.5517
1911,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,TN_CC_TUNIS,36.8065,10.1815,62307,18406,37321,5315,1265,2.0277,0.2954,0.599
1911,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,TN_CC_BIZERTE,37.2744,9.8739,13825,4640,7890,1005,290,1.7004,0.3356,0.5707
1911,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,TN_CC_BIZERTE,37.04,9.665,2034,685,1173,133,43,1.7124,0.3368,0.5767
1911,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,TN_CC_BIZERTE,36.83,9.84,2378,650,1531,150,47,2.3554,0.2733,0.6438
1911,HSU_BEJA,Béja,باجة,North-West,TN_CC_BEJA,36.7256,9.1817,3292,1290,1701,229,72,1.3186,0.3919,0.5167
1911,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,TN_CC_BEJA,36.65,9.61,2512,946,1340,172,54,1.4165,0.3766,0.5334
1911,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,TN_CC_BEJA,36.95,9.07,296,120,149,20,7,1.2417,0.4054,0.5034
1911,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,TN_CC_SOUK_EL_ARBA,36.5011,8.7803,2281,922,1151,157,51,1.2484,0.4042,0.5046
1911,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,TN_CC_SOUK_EL_ARBA,36.6111,8.9694,790,362,353,57,18,0.9751,0.4582,0.4468
1911,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,TN_CC_SOUK_EL_ARBA,36.78,8.69,1044,519,434,66,25,0.8362,0.4971,0.4157
1911,HSU_TABARKA,Tabarka,طبرقة,North-West,TN_CC_SOUK_EL_ARBA,36.9544,8.7581,1360,464,765,102,29,1.6487,0.3412,0.5625
1911,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,TN_CC_SOUK_EL_ARBA,36.45,8.44,401,155,215,22,9,1.3871,0.3865,0.5362
1911,HSU_LE_KEF,Le Kef,الكاف,North-West,TN_CC_LE_KEF,36.1742,8.7047,2158,805,1158,148,47,1.4385,0.373,0.5366
1911,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,TN_CC_LE_KEF,35.94,8.83,683,245,377,46,15,1.5388,0.3587,0.552
1911,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,TN_CC_LE_KEF,36.46,9.25,985,330,568,66,21,1.7212,0.335,0.5766
1911,HSU_SERS,Le Sers,السرس,North-West,TN_CC_LE_KEF,36.07,9.02,395,160,198,28,9,1.2375,0.4051,0.5013
1911,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,TN_CC_GROMBALIA,36.6,10.5,3877,875,2727,201,74,3.1166,0.2257,0.7034
1911,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,TN_CC_GROMBALIA,36.4561,10.7375,3098,907,1949,179,63,2.1488,0.2928,0.6291
1911,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,TN_CC_GROMBALIA,36.7,10.49,1820,436,1238,111,35,2.8394,0.2396,0.6802
1911,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,TN_CC_GROMBALIA,36.78,10.99,1734,442,1151,107,34,2.6041,0.2549,0.6638
1911,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,TN_CC_ZAGHOUAN,36.4028,10.1433,1695,590,947,122,36,1.6051,0.3481,0.5587
1911,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.8256,10.6411,9884,2648,6211,829,196,2.3455,0.2679,0.6284
1911,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.778,10.8262,1878,542,1178,120,38,2.1734,0.2886,0.6273
1911,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.5047,11.0622,2042,538,1325,139,40,2.4628,0.2635,0.6489
1911,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,TN_CC_SOUSSE,36.1333,10.3833,759,347,340,55,17,0.9798,0.4572,0.448
1911,HSU_KAIROUAN,Kairouan,القيروان,Center-West,TN_CC_KAIROUAN,35.6781,10.0963,2092,750,1155,142,45,1.54,0.3585,0.5521
1911,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,TN_CC_KAIROUAN,35.35,10.55,165,52,99,11,3,1.9038,0.3152,0.6
1911,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,TN_CC_KAIROUAN,35.85,9.2,1057,395,574,65,23,1.4532,0.3737,0.543
1911,HSU_THALA,Thala,تالة,Center-West,TN_CC_THALA,35.57,8.67,785,310,410,48,17,1.3226,0.3949,0.5223
1911,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,TN_CC_THALA,35.23,9.13,363,147,182,26,8,1.2381,0.405,0.5014
1911,HSU_KASSERINE,Kasserine,القصرين,Center-West,TN_CC_THALA,35.1667,8.8333,196,80,99,13,4,1.2375,0.4082,0.5051
1911,HSU_SFAX,Sfax,صفاقس,South,TN_CC_SFAX,34.7406,10.7603,8574,2526,5233,641,174,2.0717,0.2946,0.6103
1911,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,TN_CC_SFAX,35.0333,10.9,317,87,204,20,6,2.3448,0.2744,0.6435
1911,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,TN_CC_SFAX,35.3,10.7167,652,185,417,37,13,2.2541,0.2837,0.6396
1911,HSU_KERKENNAH,Kerkennah,قرقنة,South,TN_CC_SFAX,34.7333,11.2167,51,12,34,4,1,2.8333,0.2353,0.6667
1911,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,TN_CC_GAFSA,34.425,8.7842,4479,1320,2765,303,91,2.0947,0.2947,0.6173
1911,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,TN_CC_GAFSA,33.9197,8.1336,885,318,489,59,19,1.5377,0.3593,0.5525
1911,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,TN_CC_GAFSA,35.0381,9.4858,183,65,101,13,4,1.5538,0.3552,0.5519
1911,HSU_GABES,Gabès Littoral,قابس,South,TN_CC_GABES,33.8815,10.0982,2582,911,1435,181,55,1.5752,0.3528,0.5558
1911,HSU_DJERBA,Djerba,جربة,South,TN_CC_GABES,33.8075,10.8451,1193,344,759,66,24,2.2064,0.2883,0.6362
1911,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,TN_TERR_SUD,33.3547,10.5053,1063,382,588,70,23,1.5393,0.3594,0.5532
1911,HSU_TATAOUINE,Tataouine,تطاوين,South,TN_TERR_SUD,32.9297,10.4517,170,77,76,13,4,0.987,0.4529,0.4471
1911,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,TN_TERR_SUD,33.7044,8.9692,107,44,54,7,2,1.2273,0.4112,0.5047
1911,HSU_MATMATA,Matmata,مطماطة,South,TN_TERR_SUD,33.5431,9.9675,34,14,17,2,1,1.2143,0.4118,0.5
